filename,label,ipd_px,left_eye_open,right_eye_open,eye_aperture_asymmetry,eye_aperture_ratio,mouth_corner_height_diff,mouth_left_deviation,mouth_right_deviation,mouth_deviation_asymmetry,left_brow_height,right_brow_height,brow_height_asymmetry,brow_height_ratio,mouth_width,mouth_angle,eye_angle,left_eye_width,right_eye_width,eye_width_asymmetry
11/4016,SlightPalsy,157.204,0.1605,0.1701,0.0096,0.9438,0.07,0.4451,0.3798,0.0654,0.444,0.4343,0.0096,0.9783,0.8279,4.8475,0.436,0.471,0.4589,0.0121
11/4021,SlightPalsy,158.31,0.1626,0.1761,0.0135,0.9231,0.0335,0.4293,0.4054,0.0239,0.4409,0.4307,0.0102,0.9769,0.8354,2.2953,0.5232,0.4683,0.4684,0.0001
11/4026,SlightPalsy,157.992,0.1608,0.1704,0.0096,0.9436,0.0153,0.421,0.4161,0.0049,0.4334,0.4238,0.0096,0.9779,0.8373,1.0488,0.3202,0.4635,0.4683,0.0049
11/406,SlightPalsy,156.153,0.2298,0.2299,0.0001,0.9994,0.0266,0.4772,0.3738,0.1034,0.4153,0.3982,0.017,0.959,0.8514,1.7904,0.5761,0.504,0.4851,0.0188
11/411,SlightPalsy,157.198,0.2151,0.2158,0.0007,0.9969,0.024,0.4597,0.3751,0.0846,0.4024,0.39,0.0124,0.9692,0.8352,1.646,0.9187,0.4971,0.483,0.0141
11/4121,SlightPalsy,160.677,0.1845,0.2021,0.0176,0.9131,0.0154,0.4025,0.4273,0.0248,0.3593,0.3783,0.019,0.9497,0.83,1.0644,0.1679,0.4648,0.4995,0.0347
11/4131,SlightPalsy,159.839,0.1858,0.182,0.0038,0.9794,0.0703,0.3158,0.4027,0.0869,0.3915,0.3908,0.0007,0.9983,0.722,5.5838,0.089,0.4735,0.494,0.0205
11/4151,SlightPalsy,160.698,0.2001,0.2078,0.0077,0.9628,0.0101,0.4091,0.4269,0.0178,0.3815,0.3803,0.0011,0.9971,0.8361,0.6934,0.6425,0.4886,0.5065,0.0179
11/416,SlightPalsy,156.23,0.2367,0.2245,0.0123,0.9482,0.0556,0.4081,0.3517,0.0564,0.4213,0.4039,0.0174,0.9587,0.7619,4.1814,0.3619,0.5096,0.4845,0.0251
11/421,SlightPalsy,155.597,0.2376,0.2143,0.0233,0.9019,0.0994,0.4364,0.3367,0.0997,0.4372,0.4123,0.0248,0.9432,0.7795,7.3251,0.4463,0.5151,0.4577,0.0574
11/4211,SlightPalsy,158.965,0.1893,0.1744,0.0149,0.9215,0.0996,0.4806,0.3325,0.1481,0.4541,0.4371,0.017,0.9626,0.8192,6.98,0.7801,0.5011,0.4519,0.0492
11/4216,SlightPalsy,157.543,0.1571,0.1704,0.0133,0.9221,0.004,0.519,0.3317,0.1874,0.4221,0.4239,0.0019,0.9956,0.8507,0.2715,0.9773,0.4862,0.4481,0.0381
11/4226,SlightPalsy,159.641,0.1667,0.1674,0.0007,0.9959,0.0117,0.491,0.3698,0.1212,0.4249,0.4225,0.0025,0.9942,0.8608,0.7799,0.5239,0.4828,0.4587,0.0241
11/426,SlightPalsy,157.285,0.203,0.2007,0.0023,0.9885,0.0278,0.4635,0.3673,0.0962,0.4144,0.4056,0.0088,0.9789,0.8312,1.9167,0.9508,0.4881,0.4591,0.029
11/4261,Normal,158.772,0.2135,0.2087,0.0048,0.9775,0.0021,0.4586,0.3593,0.0992,0.4077,0.4039,0.0038,0.9906,0.8179,0.1441,0.3956,0.4995,0.4761,0.0233
11/4266,Normal,158.946,0.2083,0.207,0.0013,0.9938,0.0104,0.4599,0.3704,0.0895,0.4119,0.4061,0.0058,0.986,0.8303,0.7171,0.4264,0.4997,0.4816,0.0181
11/4271,SlightPalsy,159.717,0.2143,0.2125,0.0018,0.9917,0.0046,0.4633,0.3515,0.1117,0.413,0.4048,0.0081,0.9803,0.8148,0.3201,0.8269,0.5055,0.4803,0.0252
11/4281,SlightPalsy,159.311,0.2081,0.2005,0.0076,0.9636,0.0532,0.4692,0.3211,0.1481,0.4226,0.4058,0.0168,0.9603,0.792,3.8505,0.57,0.5119,0.4648,0.0472
11/4286,SlightPalsy,160.92,0.197,0.1992,0.0022,0.9888,0.0051,0.4636,0.3377,0.1258,0.4116,0.4039,0.0076,0.9814,0.8013,0.3677,1.2221,0.4986,0.4647,0.0339
11/4291,SlightPalsy,162.748,0.1803,0.1915,0.0112,0.9416,0.0723,0.4658,0.3763,0.0895,0.4048,0.4023,0.0025,0.9938,0.8452,4.9064,1.2546,0.4859,0.4629,0.023
11/4296,SlightPalsy,163.262,0.1853,0.1955,0.0103,0.9475,0.0533,0.4515,0.3991,0.0524,0.4227,0.4192,0.0035,0.9918,0.8522,3.5858,1.2048,0.4899,0.4758,0.0141
11/4301,SlightPalsy,163.423,0.182,0.1823,0.0003,0.9982,0.0097,0.4599,0.4206,0.0392,0.4338,0.4374,0.0036,0.9917,0.8805,0.6291,0.9958,0.4848,0.4748,0.01
11/431,SlightPalsy,156.746,0.1945,0.1969,0.0023,0.9881,0.0095,0.4494,0.4326,0.0168,0.4223,0.4213,0.001,0.9977,0.8821,0.6156,0.4994,0.481,0.4788,0.0022
11/4311,SlightPalsy,162.049,0.1686,0.171,0.0024,0.986,0.0221,0.4273,0.3643,0.0631,0.4462,0.4452,0.001,0.9977,0.7919,1.5998,0.4984,0.4856,0.4667,0.019
11/4316,SlightPalsy,163.347,0.1786,0.1836,0.005,0.9726,0.0228,0.4342,0.3748,0.0594,0.4446,0.4394,0.0052,0.9884,0.8093,1.6128,0.7035,0.4854,0.4687,0.0166
11/4321,SlightPalsy,162.517,0.1761,0.1798,0.0037,0.9794,0.0391,0.4449,0.3632,0.0817,0.4426,0.4385,0.0041,0.9908,0.8091,2.7693,1.0798,0.4859,0.4672,0.0187
11/4326,SlightPalsy,159.71,0.1786,0.1649,0.0137,0.9233,0.0501,0.4292,0.3531,0.0761,0.4296,0.4232,0.0063,0.9853,0.7839,3.6605,0.8092,0.4888,0.4551,0.0336
11/4336,SlightPalsy,160.467,0.1611,0.1673,0.0062,0.9631,0.0098,0.4391,0.3854,0.0537,0.4122,0.4162,0.0041,0.9903,0.8246,0.6805,0.4115,0.4794,0.468,0.0114
11/4361,SlightPalsy,160.96,0.2275,0.223,0.0045,0.9801,0.027,0.4206,0.4111,0.0094,0.4219,0.4121,0.0098,0.9769,0.8321,1.8593,0.2909,0.4924,0.4884,0.004
11/4366,SlightPalsy,159.461,0.2066,0.2028,0.0038,0.9816,0.0309,0.4582,0.3985,0.0597,0.4166,0.4181,0.0016,0.9962,0.8573,2.0658,0.6885,0.4958,0.485,0.0107
11/4386,SlightPalsy,158.064,0.1845,0.1681,0.0163,0.9114,0.0559,0.3821,0.4042,0.0221,0.468,0.4662,0.0018,0.9961,0.7883,4.0688,0.2735,0.4747,0.4675,0.0072
11/4431,SlightPalsy,161.172,0.1565,0.1629,0.0065,0.9603,0.0008,0.3855,0.4237,0.0382,0.484,0.4777,0.0063,0.9869,0.8091,0.0554,0.7328,0.4656,0.4808,0.0152
11/4436,SlightPalsy,161.032,0.1771,0.1796,0.0026,0.9856,0.0362,0.3802,0.4541,0.0739,0.4808,0.478,0.0028,0.9941,0.8351,2.4862,0.8283,0.4679,0.489,0.021
11/4451,Normal,158.253,0.1803,0.1771,0.0032,0.9823,0.0014,0.4132,0.4126,0.0006,0.4632,0.4566,0.0066,0.9857,0.8258,0.0957,0.9468,0.4736,0.4677,0.0059
11/4461,SlightPalsy,160.258,0.1777,0.1746,0.0031,0.9825,0.0503,0.4113,0.4005,0.0108,0.4636,0.4591,0.0045,0.9904,0.8133,3.5457,0.9239,0.4789,0.4647,0.0142
11/4466,SlightPalsy,159.47,0.1775,0.1734,0.0042,0.9764,0.0105,0.3886,0.3814,0.0072,0.464,0.459,0.005,0.9893,0.77,0.7812,1.0574,0.4743,0.4624,0.0119
11/451,SlightPalsy,157.077,0.194,0.1904,0.0036,0.9812,0.0083,0.4285,0.4741,0.0456,0.4152,0.4165,0.0013,0.9968,0.9027,0.5278,0.2685,0.477,0.4893,0.0123
11/456,SlightPalsy,155.549,0.2071,0.2017,0.0054,0.9739,0.0138,0.3474,0.5173,0.1699,0.4124,0.4197,0.0073,0.9826,0.8648,0.9147,0.165,0.4874,0.5259,0.0385
11/4696,SlightPalsy,162.344,0.2149,0.2073,0.0076,0.9645,0.0415,0.3684,0.4089,0.0405,0.4335,0.4237,0.0098,0.9775,0.7784,3.058,0.3044,0.4732,0.4767,0.0035
11/471,SlightPalsy,157.219,0.1774,0.1766,0.0008,0.9956,0.0043,0.4225,0.4495,0.027,0.4538,0.444,0.0098,0.9784,0.872,0.2827,0.7216,0.4694,0.4755,0.0061
11/4721,Normal,158.982,0.1934,0.1912,0.0022,0.9886,0.0065,0.444,0.3858,0.0583,0.4212,0.4154,0.0058,0.9862,0.8298,0.4505,0.1088,0.4846,0.4717,0.013
11/4731,SlightPalsy,161.417,0.1806,0.1846,0.0039,0.9786,0.0326,0.3964,0.3759,0.0205,0.4091,0.4056,0.0034,0.9916,0.7729,2.4146,0.1599,0.4625,0.4637,0.0011
11/4756,Normal,158.918,0.1844,0.1885,0.0042,0.9779,0.0139,0.414,0.4151,0.0012,0.3941,0.4041,0.01,0.9752,0.8292,0.959,0.3092,0.4701,0.4764,0.0063
11/476,SlightPalsy,158.125,0.1813,0.1761,0.0052,0.9713,0.0009,0.3982,0.4417,0.0435,0.4587,0.4531,0.0056,0.9877,0.8399,0.0625,0.3742,0.4692,0.4777,0.0085
11/4761,Normal,159.442,0.1863,0.1879,0.0015,0.9919,0.01,0.4211,0.4374,0.0163,0.3926,0.3989,0.0063,0.9841,0.8586,0.6698,0.0179,0.473,0.4759,0.0028
11/4766,SlightPalsy,161.73,0.2053,0.2062,0.0009,0.9954,0.0179,0.4322,0.4001,0.0322,0.4024,0.4029,0.0005,0.9986,0.8325,1.2322,0.2198,0.4739,0.4696,0.0044
11/4771,SlightPalsy,162.666,0.1979,0.2052,0.0073,0.9643,0.0409,0.4464,0.3864,0.06,0.399,0.4016,0.0026,0.9935,0.8339,2.8098,0.0763,0.4713,0.4709,0.0004
11/4776,SlightPalsy,159.853,0.1759,0.1881,0.0122,0.9352,0.0186,0.4337,0.3976,0.0361,0.3873,0.3901,0.0028,0.9928,0.8315,1.2852,0.1677,0.4691,0.4698,0.0007
11/4781,SlightPalsy,159.12,0.1627,0.1676,0.0049,0.971,0.0513,0.3958,0.3958,0.0,0.3914,0.3933,0.0019,0.9952,0.7933,3.707,0.2471,0.4523,0.4556,0.0034
11/4801,SlightPalsy,159.379,0.1822,0.1866,0.0044,0.9764,0.0568,0.4121,0.4003,0.0118,0.3898,0.3938,0.0039,0.99,0.8145,4.0017,0.4471,0.4709,0.4714,0.0005
11/481,SlightPalsy,157.841,0.1769,0.1746,0.0023,0.9872,0.0138,0.3983,0.4304,0.032,0.4568,0.4508,0.006,0.9869,0.8288,0.9572,0.4556,0.4684,0.4693,0.001
11/4811,SlightPalsy,160.217,0.2541,0.2474,0.0066,0.9739,0.0102,0.4249,0.3858,0.0391,0.3769,0.3781,0.0012,0.9968,0.8108,0.7211,0.1968,0.4947,0.4832,0.0115
11/4816,SlightPalsy,160.401,0.2617,0.2509,0.0108,0.9588,0.0296,0.4253,0.3881,0.0373,0.3767,0.3786,0.0019,0.995,0.814,2.0827,0.4262,0.4939,0.4783,0.0156
11/4821,SlightPalsy,161.234,0.2617,0.2513,0.0104,0.9603,0.0253,0.3954,0.3633,0.0321,0.3706,0.3758,0.0052,0.9863,0.7591,1.9109,0.4446,0.4977,0.4805,0.0173
11/4826,SlightPalsy,160.616,0.2393,0.223,0.0162,0.9322,0.0928,0.3947,0.3938,0.0008,0.4029,0.3843,0.0186,0.9539,0.7939,6.7105,0.0137,0.4878,0.4653,0.0225
11/4836,SlightPalsy,159.559,0.1963,0.2,0.0037,0.9815,0.0034,0.4218,0.4005,0.0214,0.4072,0.4059,0.0013,0.9967,0.8223,0.2342,0.1907,0.4732,0.4758,0.0026
11/4841,SlightPalsy,161.13,0.1798,0.1861,0.0063,0.9661,0.0147,0.4084,0.4029,0.0054,0.397,0.4003,0.0033,0.9916,0.8114,1.0366,0.0738,0.4665,0.4688,0.0023
11/4856,SlightPalsy,160.122,0.154,0.1641,0.01,0.9389,0.0268,0.3749,0.4366,0.0617,0.4185,0.4128,0.0057,0.9865,0.8119,1.8924,0.3521,0.4413,0.4609,0.0196
11/4861,SlightPalsy,158.465,0.1542,0.1621,0.0079,0.9512,0.0277,0.4014,0.4453,0.0438,0.4251,0.4184,0.0067,0.9843,0.8471,1.8712,0.17,0.4498,0.4619,0.012
11/4871,SlightPalsy,160.97,0.1684,0.1732,0.0048,0.9721,0.026,0.4,0.4083,0.0083,0.4106,0.4038,0.0069,0.9833,0.8087,1.8409,0.1064,0.4552,0.4606,0.0054
11/4876,SlightPalsy,159.777,0.174,0.1885,0.0145,0.9231,0.0074,0.425,0.4114,0.0136,0.4049,0.4039,0.001,0.9976,0.8364,0.51,0.221,0.4709,0.4788,0.0079
11/4881,SlightPalsy,159.979,0.1773,0.1908,0.0136,0.9289,0.011,0.4174,0.4039,0.0136,0.395,0.3947,0.0003,0.9992,0.8214,0.7663,0.0049,0.4686,0.4804,0.0118
11/4886,SlightPalsy,159.927,0.1679,0.171,0.0031,0.9821,0.0423,0.3977,0.4147,0.017,0.4065,0.4053,0.0011,0.9972,0.8135,2.9821,0.023,0.4599,0.4654,0.0055
11/4906,SlightPalsy,161.008,0.165,0.1682,0.0032,0.9809,0.0541,0.3719,0.4133,0.0414,0.4005,0.401,0.0005,0.9987,0.787,3.942,0.1704,0.4558,0.47,0.0142
11/491,SlightPalsy,157.349,0.1423,0.1665,0.0242,0.8547,0.0044,0.4204,0.3891,0.0313,0.4495,0.4385,0.011,0.9756,0.8095,0.3147,0.8287,0.4564,0.464,0.0077
11/4911,SlightPalsy,159.77,0.1492,0.1534,0.0042,0.9725,0.0381,0.3801,0.423,0.043,0.4149,0.415,0.0001,0.9999,0.804,2.7127,0.0202,0.4503,0.4637,0.0135
11/4926,SlightPalsy,162.676,0.1684,0.166,0.0024,0.9859,0.0257,0.377,0.4115,0.0345,0.4031,0.4051,0.002,0.9951,0.7889,1.8696,0.2413,0.4601,0.4705,0.0103
11/4931,SlightPalsy,162.332,0.1786,0.179,0.0003,0.9982,0.035,0.37,0.4208,0.0508,0.3983,0.3984,0.0001,0.9998,0.7916,2.5363,0.0068,0.4598,0.4729,0.0131
11/4936,SlightPalsy,162.579,0.189,0.1894,0.0004,0.9978,0.0386,0.3669,0.4251,0.0583,0.3902,0.39,0.0002,0.9994,0.7929,2.7893,0.3183,0.4648,0.4791,0.0142
11/4941,SlightPalsy,162.004,0.1853,0.1868,0.0015,0.9921,0.0419,0.3639,0.4341,0.0702,0.3861,0.3872,0.0011,0.9973,0.799,3.0035,0.1263,0.4631,0.4812,0.0181
11/4946,SlightPalsy,161.868,0.1899,0.1861,0.0038,0.9802,0.0449,0.3636,0.4212,0.0576,0.3914,0.3907,0.0007,0.9982,0.786,3.2741,0.111,0.4679,0.4803,0.0124
11/4951,SlightPalsy,162.434,0.1924,0.1848,0.0075,0.9609,0.0374,0.3657,0.4131,0.0474,0.3944,0.3986,0.0042,0.9893,0.7797,2.7515,0.4911,0.47,0.4763,0.0063
11/4976,Normal,161.774,0.1895,0.1888,0.0007,0.9962,0.0017,0.3777,0.4213,0.0436,0.3907,0.4006,0.0099,0.9753,0.799,0.1248,0.2757,0.4691,0.4808,0.0117
11/4981,Normal,161.889,0.201,0.2026,0.0016,0.992,0.0037,0.3697,0.4351,0.0654,0.3862,0.3848,0.0014,0.9964,0.8048,0.2667,0.2104,0.4724,0.4883,0.0159
11/4986,Normal,162.443,0.202,0.199,0.003,0.9851,0.0047,0.3723,0.4344,0.0621,0.384,0.3858,0.0018,0.9953,0.8067,0.3346,0.0621,0.4718,0.4822,0.0104
11/4991,Normal,161.819,0.2018,0.2023,0.0004,0.9979,0.0095,0.3782,0.4377,0.0595,0.3826,0.3829,0.0003,0.9992,0.816,0.6652,0.2055,0.4756,0.487,0.0114
11/4996,Normal,161.7,0.2023,0.2053,0.003,0.9853,0.0009,0.3741,0.4329,0.0589,0.3819,0.3865,0.0046,0.988,0.807,0.0641,0.1284,0.475,0.4906,0.0156
11/5001,Normal,161.572,0.1992,0.2019,0.0027,0.9866,0.0075,0.3778,0.4335,0.0557,0.3832,0.3862,0.003,0.9923,0.8113,0.5266,0.1025,0.4734,0.489,0.0156
11/5016,Normal,162.184,0.2301,0.2225,0.0075,0.9673,0.0077,0.3551,0.4158,0.0607,0.3832,0.3876,0.0044,0.9885,0.7709,0.5723,0.1488,0.4844,0.4899,0.0055
11/5021,Normal,163.262,0.2334,0.2306,0.0029,0.9877,0.0066,0.3678,0.3974,0.0296,0.3786,0.3863,0.0077,0.98,0.7651,0.491,0.4401,0.4789,0.4871,0.0082
11/5126,SlightPalsy,161.261,0.1679,0.1817,0.0138,0.924,0.0129,0.4175,0.4148,0.0028,0.3989,0.4074,0.0085,0.9792,0.8324,0.8882,0.1662,0.4653,0.4796,0.0143
11/5161,SlightPalsy,158.672,0.1573,0.1627,0.0055,0.9665,0.0916,0.4501,0.3659,0.0842,0.3956,0.3943,0.0013,0.9968,0.8211,6.4087,0.3238,0.4704,0.4547,0.0157
11/5166,SlightPalsy,158.89,0.1714,0.1739,0.0026,0.9852,0.0677,0.4594,0.3713,0.0881,0.4037,0.3979,0.0058,0.9855,0.8334,4.6601,0.2309,0.4757,0.4563,0.0194
11/5176,SlightPalsy,160.517,0.1676,0.1682,0.0006,0.9962,0.0386,0.4336,0.4227,0.0109,0.4168,0.4155,0.0013,0.9968,0.8571,2.5829,0.4317,0.4665,0.4694,0.0029
11/5196,SlightPalsy,159.777,0.2223,0.2194,0.003,0.9867,0.0014,0.448,0.4161,0.0319,0.4274,0.4138,0.0136,0.9681,0.8641,0.0945,0.7386,0.4994,0.493,0.0064
11/5206,SlightPalsy,161.421,0.2249,0.2194,0.0055,0.9754,0.009,0.4458,0.3926,0.0531,0.418,0.4111,0.0069,0.9835,0.8385,0.618,0.1992,0.4978,0.4823,0.0156
11/5216,SlightPalsy,160.055,0.1853,0.1899,0.0046,0.9756,0.0261,0.4711,0.3945,0.0766,0.4235,0.416,0.0075,0.9824,0.8659,1.7266,0.7774,0.4905,0.4787,0.0118
11/5226,SlightPalsy,160.071,0.1814,0.1896,0.0082,0.9569,0.0355,0.41,0.4032,0.0068,0.4144,0.4126,0.0018,0.9956,0.8141,2.5004,0.9761,0.4762,0.4832,0.007
11/5231,SlightPalsy,160.442,0.1861,0.1905,0.0044,0.9769,0.0015,0.3973,0.4045,0.0072,0.407,0.4065,0.0005,0.9987,0.8018,0.1087,0.6425,0.4777,0.4869,0.0092
11/5241,SlightPalsy,160.96,0.2382,0.2358,0.0024,0.9898,0.0268,0.4102,0.3833,0.0269,0.4017,0.3943,0.0073,0.9817,0.794,1.9325,0.3691,0.4924,0.4906,0.0018
11/526,SlightPalsy,158.658,0.1742,0.1763,0.0021,0.9878,0.0314,0.4302,0.3925,0.0377,0.4453,0.4309,0.0143,0.9678,0.8233,2.183,0.5025,0.4811,0.4713,0.0098
11/5266,SlightPalsy,160.158,0.2341,0.2258,0.0083,0.9646,0.0259,0.4235,0.3624,0.0611,0.3792,0.3752,0.004,0.9895,0.7864,1.8861,0.1625,0.4924,0.4789,0.0135
11/5291,Normal,158.842,0.202,0.1977,0.0042,0.979,0.0103,0.4317,0.3983,0.0335,0.4127,0.4039,0.0088,0.9786,0.8301,0.7095,0.5179,0.4899,0.4816,0.0084
11/5296,SlightPalsy,159.547,0.2044,0.2017,0.0027,0.9867,0.0132,0.4511,0.3812,0.0698,0.4139,0.4022,0.0117,0.9718,0.8324,0.9063,0.8138,0.4921,0.4839,0.0082
11/5341,SlightPalsy,159.045,0.2386,0.2313,0.0073,0.9693,0.011,0.4396,0.3628,0.0768,0.4268,0.4145,0.0123,0.9711,0.8025,0.7874,0.2067,0.5048,0.4817,0.0231
11/5346,SlightPalsy,160.101,0.2277,0.2189,0.0088,0.9613,0.0494,0.396,0.3476,0.0485,0.4181,0.408,0.0101,0.9758,0.7452,3.8024,0.1529,0.5001,0.4806,0.0195
11/5351,SlightPalsy,158.145,0.1649,0.169,0.0042,0.9753,0.0124,0.4703,0.3706,0.0998,0.4466,0.44,0.0066,0.9852,0.841,0.8469,0.3631,0.4735,0.4637,0.0098
11/5356,SlightPalsy,161.308,0.1745,0.181,0.0065,0.9639,0.0367,0.4767,0.3709,0.1058,0.4443,0.4411,0.0032,0.9928,0.8484,2.4814,0.5313,0.4739,0.4648,0.009
11/5361,SlightPalsy,160.62,0.173,0.1825,0.0096,0.9477,0.0612,0.4795,0.3998,0.0797,0.4182,0.4183,0.0001,0.9997,0.8815,3.9838,0.8758,0.4822,0.4682,0.014
11/5366,SlightPalsy,160.693,0.1809,0.1865,0.0056,0.9699,0.0359,0.4805,0.4068,0.0737,0.423,0.4218,0.0012,0.9972,0.888,2.3191,0.5955,0.4857,0.4733,0.0124
11/5371,SlightPalsy,160.572,0.1904,0.1885,0.0019,0.9899,0.0173,0.4691,0.4131,0.056,0.4271,0.4251,0.002,0.9953,0.8825,1.1215,0.4613,0.4882,0.4736,0.0147
11/5381,SlightPalsy,159.778,0.1727,0.1742,0.0014,0.9917,0.0007,0.4411,0.3699,0.0712,0.437,0.4267,0.0103,0.9765,0.811,0.047,0.3439,0.4829,0.4705,0.0125
11/5386,SlightPalsy,160.011,0.1959,0.1945,0.0014,0.9928,0.0022,0.4248,0.3966,0.0281,0.4278,0.4193,0.0086,0.98,0.8214,0.1508,0.7032,0.4858,0.4809,0.0049
11/5396,SlightPalsy,161.113,0.1734,0.1787,0.0052,0.9708,0.0495,0.4319,0.3707,0.0612,0.4606,0.4498,0.0108,0.9766,0.8042,3.5285,1.2596,0.4892,0.4714,0.0178
11/5401,SlightPalsy,161.053,0.179,0.1803,0.0013,0.9929,0.0014,0.4206,0.3821,0.0385,0.4603,0.4423,0.018,0.9609,0.8027,0.1023,0.5197,0.4769,0.4686,0.0083
11/5426,SlightPalsy,162.907,0.1901,0.1976,0.0075,0.9619,0.0171,0.4285,0.3748,0.0537,0.4066,0.4145,0.0079,0.9809,0.8035,1.2169,0.2701,0.4804,0.4716,0.0087
11/5431,SlightPalsy,160.205,0.1996,0.1958,0.0038,0.9807,0.0051,0.462,0.396,0.066,0.4378,0.4415,0.0037,0.9916,0.8579,0.3392,0.8094,0.5007,0.4767,0.0239
11/5436,SlightPalsy,159.494,0.2013,0.1976,0.0037,0.9816,0.0076,0.4611,0.3998,0.0614,0.4347,0.4303,0.0043,0.99,0.8609,0.5076,1.0813,0.4983,0.4771,0.0212
11/5446,SlightPalsy,160.394,0.1785,0.1739,0.0047,0.9738,0.0483,0.4308,0.4087,0.0221,0.4255,0.4261,0.0005,0.9988,0.8409,3.296,0.2539,0.4719,0.4709,0.001
11/5481,SlightPalsy,160.385,0.2012,0.1993,0.002,0.9903,0.0237,0.4397,0.4115,0.0283,0.4305,0.4133,0.0171,0.9602,0.8515,1.5978,0.6388,0.4872,0.4832,0.004
11/5501,SlightPalsy,160.474,0.2137,0.213,0.0006,0.997,0.0144,0.4278,0.3597,0.068,0.4423,0.4247,0.0176,0.9601,0.7876,1.0453,0.8897,0.4979,0.4789,0.019
11/5511,SlightPalsy,158.064,0.1867,0.1874,0.0008,0.9959,0.018,0.4467,0.3612,0.0855,0.4721,0.4592,0.013,0.9726,0.8081,1.2798,0.8656,0.4944,0.4727,0.0218
11/5516,SlightPalsy,158.44,0.2072,0.2021,0.0051,0.9756,0.0064,0.4466,0.3666,0.08,0.4301,0.4141,0.016,0.9628,0.8132,0.4515,0.3844,0.4905,0.4756,0.0149
11/5526,SlightPalsy,160.175,0.1881,0.1909,0.0028,0.9852,0.0157,0.466,0.3964,0.0696,0.4208,0.424,0.0032,0.9924,0.8625,1.0421,0.2004,0.4905,0.4804,0.0102
11/5641,SlightPalsy,159.856,0.1565,0.1553,0.0011,0.9927,0.0205,0.4036,0.4267,0.023,0.4587,0.4752,0.0166,0.9651,0.8306,1.4172,0.2884,0.4701,0.4671,0.003
11/5796,SlightPalsy,162.626,0.1797,0.1778,0.0019,0.9896,0.0371,0.4209,0.4231,0.0023,0.4625,0.4493,0.0132,0.9715,0.8448,2.5188,0.7929,0.4755,0.4798,0.0043
11/5806,SlightPalsy,161.036,0.1721,0.1689,0.0032,0.9815,0.0159,0.3987,0.386,0.0127,0.4665,0.4536,0.0129,0.9723,0.7848,1.1603,0.7403,0.4848,0.4729,0.0119
11/5811,SlightPalsy,160.891,0.1597,0.1715,0.0119,0.9308,0.0707,0.4278,0.4042,0.0236,0.4276,0.4275,0.0001,0.9997,0.835,4.8593,0.6935,0.4691,0.4725,0.0034
11/5906,SlightPalsy,161.399,0.1576,0.1617,0.004,0.975,0.0523,0.438,0.438,0.0,0.4421,0.4365,0.0056,0.9874,0.8775,3.4185,0.7221,0.4757,0.4722,0.0035
11/591,Normal,156.223,0.1979,0.1968,0.0012,0.9941,0.0101,0.4328,0.3778,0.055,0.4645,0.4405,0.024,0.9484,0.8106,0.7115,0.7416,0.4944,0.4787,0.0157
11/5916,SlightPalsy,162.786,0.1511,0.164,0.0129,0.9213,0.0486,0.4344,0.3815,0.0529,0.4192,0.4189,0.0004,0.9992,0.8174,3.4097,0.4077,0.4589,0.4566,0.0023
11/5926,SlightPalsy,161.276,0.1556,0.1689,0.0133,0.9212,0.0352,0.4417,0.443,0.0013,0.427,0.4274,0.0003,0.9992,0.8855,2.2772,0.8643,0.4645,0.4816,0.0171
11/5946,SlightPalsy,157.664,0.1536,0.1543,0.0006,0.9958,0.0537,0.3624,0.5158,0.1534,0.4073,0.4011,0.0062,0.9849,0.8798,3.5021,0.1985,0.4536,0.486,0.0324
11/596,SlightPalsy,156.862,0.1893,0.2023,0.0131,0.9355,0.0343,0.414,0.3608,0.0531,0.4228,0.4118,0.011,0.9741,0.7756,2.5343,0.3052,0.4814,0.4798,0.0016
11/5961,SlightPalsy,160.458,0.1814,0.1785,0.0029,0.9838,0.0139,0.4015,0.4467,0.0453,0.4435,0.4404,0.0031,0.993,0.8483,0.9391,0.4865,0.4703,0.4878,0.0176
11/5981,SlightPalsy,162.898,0.1712,0.1725,0.0013,0.9922,0.0095,0.4031,0.4222,0.019,0.4347,0.4359,0.0012,0.9972,0.8254,0.6605,0.5811,0.4599,0.4785,0.0186
11/6026,SlightPalsy,158.412,0.2351,0.2328,0.0023,0.9902,0.0568,0.5105,0.2882,0.2223,0.4835,0.4539,0.0296,0.9388,0.8007,4.0711,1.5271,0.528,0.4648,0.0633
11/6051,SlightPalsy,161.088,0.1852,0.1804,0.0048,0.974,0.0153,0.4376,0.3895,0.0481,0.4414,0.4371,0.0043,0.9903,0.8272,1.0594,0.7029,0.4788,0.4783,0.0004
11/6056,SlightPalsy,158.105,0.157,0.1559,0.0011,0.9929,0.0174,0.3639,0.4777,0.1138,0.4612,0.453,0.0082,0.9823,0.8418,1.181,0.4503,0.4576,0.4902,0.0326
11/6061,SlightPalsy,156.682,0.1953,0.1899,0.0053,0.9726,0.0129,0.2695,0.5258,0.2563,0.427,0.4287,0.0017,0.996,0.7954,0.9321,0.1431,0.4634,0.5305,0.0671
11/6071,SlightPalsy,158.776,0.1947,0.1988,0.0041,0.9795,0.0473,0.2643,0.4976,0.2333,0.4061,0.4161,0.0099,0.9761,0.7633,3.5503,0.3637,0.4712,0.5328,0.0617
11/6081,SlightPalsy,162.26,0.2074,0.2002,0.0072,0.9654,0.0179,0.3605,0.44,0.0795,0.4056,0.4102,0.0046,0.9887,0.8007,1.2827,0.1583,0.4833,0.5094,0.0261
